Latitude,Longitude,Month,Mean Power Proportion,SW_DWN,LW_DWN,SW_DIFF,SW_DNI,Cloud,Clearness,Humidity,Precipitation,Temp
37.65,-122.45,jan,0.09124592302674495,2.43,7.32,1.11,3.61,59.3,0.52,85.99,3.02,11.0
37.65,-122.45,feb,0.1310461513372472,3.48,7.18,1.2,5.07,47.82,0.57,82.13,2.05,10.94
37.65,-122.45,mar,0.14287181996086104,4.12,7.46,2.12,3.84,76.37,0.51,81.73,5.55,10.12
37.65,-122.45,apr,0.15792237442922377,4.64,7.87,2.26,3.66,72.77,0.47,86.61,4.11,11.97
37.65,-122.45,may,0.19760681669928246,7.01,7.65,2.08,7.37,45.93,0.63,88.73,0.4,12.81
37.65,-122.45,jun,0.19179712981082844,6.83,8.15,2.23,6.66,51.18,0.59,89.17,0.05,14.19
37.65,-122.45,jul,0.19775684931506848,7.1,8.23,2.19,7.19,41.56,0.63,87.88,0.04,15.06
37.65,-122.45,aug,0.16258806262230924,5.76,8.41,2.08,5.69,56.45,0.56,85.97,0.06,15.03
37.65,-122.45,sep,0.13862850619699935,4.73,8.21,1.68,5.25,52.33,0.55,83.56,0.07,14.69
37.65,-122.45,oct,0.12371575342465754,3.69,7.86,1.28,4.94,47.14,0.55,75.23,0.29,14.91
37.65,-122.45,nov,0.10420499021526418,2.65,7.64,1.15,3.92,58.68,0.53,84.06,1.74,12.93
37.65,-122.45,dec,0.08573140900195697,2.12,7.25,0.87,3.62,56.98,0.5,77.33,2.99,10.59
35.25,-118.05,jan,0.20846724622409554,2.98,6.49,1.07,4.99,50.79,0.59,61.32,1.21,4.75
35.25,-118.05,feb,0.24389488935721812,4.16,6.46,1.3,6.26,44.17,0.64,46.06,0.76,6.89
35.25,-118.05,mar,0.2530385054443274,4.47,6.77,2.1,4.4,70.56,0.54,65.06,1.76,4.8
35.25,-118.05,apr,0.28819942044257113,5.76,7.21,2.04,5.92,53.66,0.58,61.93,1.21,10.38
35.25,-118.05,may,0.30602388479100806,7.6,7.42,1.77,8.61,28.72,0.69,43.58,0.12,18.26
35.25,-118.05,jun,0.3154375219529329,8.23,7.98,1.59,9.66,21.54,0.72,30.2,0.05,24.34
35.25,-118.05,jul,0.29678433438707413,7.79,8.78,1.64,8.85,21.47,0.69,29.06,0.38,27.94
35.25,-118.05,aug,0.30536727256761503,7.88,7.78,0.89,10.81,5.71,0.77,22.96,0.04,24.39
35.25,-118.05,sep,0.28750439058658234,6.45,7.65,1.06,9.05,10.7,0.73,24.35,0.17,21.28
35.25,-118.05,oct,0.24953701264488937,4.65,7.01,0.93,7.47,25.17,0.67,43.92,0.67,13.17
35.25,-118.05,nov,0.2197539076220583,3.42,6.82,0.97,5.98,40.64,0.64,42.37,0.05,9.94
35.25,-118.05,dec,0.18876624517035479,2.72,6.4,0.95,4.92,44.41,0.59,48.13,0.96,5.01
38.65,-121.45,jan,0.08869382360009614,2.12,7.12,1.01,3.14,61.35,0.47,81.96,2.86,8.67
38.65,-121.45,feb,0.1386974285027638,3.58,6.9,1.03,5.76,40.0,0.6,72.49,2.07,10.23
38.65,-121.45,mar,0.13964732035568375,3.88,7.28,2.03,3.54,73.66,0.49,82.25,5.05,8.26
38.65,-121.45,apr,0.17112352799807734,4.94,7.8,2.03,4.37,63.11,0.51,81.6,3.71,12.95
38.65,-121.45,may,0.22517123287671229,7.6,7.68,1.75,8.86,24.11,0.69,71.39,0.59,17.97
38.65,-121.45,jun,0.22919911079067534,8.07,8.28,1.61,9.61,22.88,0.7,55.42,0.02,23.15
38.65,-121.45,jul,0.22705419370343669,8.25,8.6,1.19,10.52,11.87,0.73,40.34,0.02,27.32
38.65,-121.45,aug,0.2223720259552992,7.58,8.05,0.98,10.33,5.69,0.75,42.64,0.01,24.01
38.65,-121.45,sep,0.20135784667147322,6.07,7.97,1.07,8.59,11.65,0.71,38.25,0.02,22.6
38.65,-121.45,oct,0.1601862533044941,4.28,7.59,0.98,6.94,23.0,0.65,46.85,0.22,17.18
38.65,-121.45,nov,0.09552090843547226,2.39,7.5,1.02,3.73,55.87,0.49,67.88,1.41,12.03
38.65,-121.45,dec,0.08322218216774814,2.01,6.95,0.81,3.64,56.85,0.49,62.96,3.03,8.56
33.15,-117.35,jan,0.1522063096720631,3.56,6.9,0.88,6.3,30.59,0.66,68.77,0.8,14.38
33.15,-117.35,feb,0.17045869655458698,4.38,7.11,1.43,6.15,45.29,0.65,65.33,1.53,14.9
33.15,-117.35,mar,0.17485782482357826,5.05,7.19,1.94,5.39,56.51,0.59,74.2,1.88,12.78
33.15,-117.35,apr,0.19368098796180988,5.95,7.57,2.02,6.09,46.37,0.59,77.52,1.18,14.66
33.15,-117.35,may,0.167071398920714,6.43,8.21,2.08,6.28,51.8,0.58,80.05,0.47,16.54
33.15,-117.35,jun,0.17678185969281857,7.14,8.43,1.87,7.43,41.94,0.62,75.23,0.03,20.03
33.15,-117.35,jul,0.1952148194271482,7.32,8.81,1.88,7.6,32.34,0.65,72.38,0.21,23.61
33.15,-117.35,aug,0.1997291407222914,7.26,8.27,1.31,8.78,24.35,0.7,73.47,0.02,21.25
33.15,-117.35,sep,0.19438771274387712,6.1,8.16,1.31,7.7,23.89,0.68,70.66,0.08,20.89
33.15,-117.35,oct,0.1613065587380656,4.6,7.75,1.18,6.52,32.19,0.63,72.41,0.23,18.1
33.15,-117.35,nov,0.15212432544624324,3.68,7.52,0.97,6.22,32.34,0.65,65.91,0.16,17.77
33.15,-117.35,dec,0.14512349522623497,3.22,6.87,0.86,6.0,26.46,0.65,60.46,0.7,14.94
33.75,-116.15,jan,0.20112777777777774,3.68,6.36,0.87,6.73,27.18,0.69,44.36,0.3,7.96
33.75,-116.15,feb,0.23374764079147645,4.46,6.65,1.4,6.52,42.74,0.66,31.88,0.4,10.63
33.75,-116.15,mar,0.2363532724505327,5.08,6.86,1.92,5.71,56.03,0.6,54.62,0.49,8.76
33.75,-116.15,apr,0.29482153729071536,6.76,7.1,1.62,8.01,32.51,0.67,46.38,0.25,14.24
33.75,-116.15,may,0.3055321917808219,8.07,7.67,1.46,9.7,20.47,0.73,29.65,0.1,22.62
33.75,-116.15,jun,0.28677838660578386,8.04,8.36,1.7,9.14,23.54,0.7,21.65,0.04,28.19
33.75,-116.15,jul,0.2658981735159817,7.34,9.42,1.96,7.64,38.39,0.65,31.44,0.24,31.28
33.75,-116.15,aug,0.2691662100456621,7.64,8.37,1.11,9.89,11.37,0.74,24.2,0.15,28.48
33.75,-116.15,sep,0.26949368340943686,6.36,8.15,1.22,8.45,14.82,0.71,26.35,0.1,24.69
33.75,-116.15,oct,0.23038386605783864,4.98,7.28,1.03,7.67,23.11,0.69,36.0,0.12,16.93
33.75,-116.15,nov,0.2137194824961948,3.92,6.98,0.87,7.06,25.23,0.69,32.8,0.02,13.81
33.75,-116.15,dec,0.19139657534246576,3.32,6.31,0.88,6.29,25.39,0.67,36.89,0.12,7.58
33.75,-116.65,jan,0.16838453196347034,3.68,6.36,0.87,6.73,27.18,0.69,47.13,0.48,8.2
33.75,-116.65,feb,0.17557614155251142,4.46,6.65,1.4,6.52,42.74,0.66,37.59,0.7,10.29
33.75,-116.65,mar,0.15554109589041096,5.08,6.86,1.92,5.71,56.03,0.6,62.66,0.83,7.85
33.75,-116.65,apr,0.2054107876712329,6.76,7.1,1.62,8.01,32.51,0.67,58.45,0.53,12.35
33.75,-116.65,may,0.2146372716894977,8.07,7.67,1.46,9.7,20.47,0.73,42.29,0.14,20.03
33.75,-116.65,jun,0.20069874429223744,8.04,8.36,1.7,9.14,23.54,0.7,31.2,0.05,25.24
33.75,-116.65,jul,0.18404537671232876,7.34,9.42,1.96,7.64,38.39,0.65,36.15,0.3,29.02
33.75,-116.65,aug,0.2103877283105023,7.64,8.37,1.11,9.89,11.37,0.74,31.22,0.11,25.55
33.75,-116.65,sep,0.20604240867579912,6.36,8.15,1.22,8.45,14.82,0.71,30.12,0.12,23.18
33.75,-116.65,oct,0.18498013698630136,4.98,7.28,1.03,7.67,23.11,0.69,44.43,0.12,15.65
33.75,-116.65,nov,0.174423002283105,3.92,6.98,0.87,7.06,25.23,0.69,37.39,0.03,13.52
33.75,-116.65,dec,0.1539908105022831,3.32,6.31,0.88,6.29,25.39,0.67,40.44,0.23,8.0
37.25,-121.95,jan,0.1052046640574038,2.33,6.94,1.08,3.42,54.89,0.5,88.5,2.6,8.23
37.25,-121.95,feb,0.1407664709719504,3.64,6.77,1.09,5.64,39.1,0.59,82.35,1.8,9.06
37.25,-121.95,mar,0.13887720156555775,3.98,7.19,2.12,3.58,73.23,0.49,86.13,4.78,7.86
37.25,-121.95,apr,0.1581759621656882,4.94,7.58,2.12,4.31,62.98,0.5,86.08,3.35,11.36
37.25,-121.95,may,0.22061480756686236,7.73,7.26,1.65,9.2,23.6,0.7,80.97,0.58,14.2
37.25,-121.95,jun,0.2213494781474234,8.05,7.7,1.57,9.62,22.69,0.7,70.78,0.03,18.18
37.25,-121.95,jul,0.2352364644487932,8.21,7.93,1.25,10.28,11.67,0.73,58.72,0.0,21.76
37.25,-121.95,aug,0.21328277886497066,7.56,7.59,1.0,10.25,9.33,0.74,62.72,0.0,19.25
37.25,-121.95,sep,0.1938674168297456,6.08,7.5,1.08,8.5,12.6,0.71,58.87,0.03,18.75
37.25,-121.95,oct,0.15476842791911286,4.35,7.32,0.98,6.95,23.67,0.65,60.82,0.19,15.32
37.25,-121.95,nov,0.11839204174820613,2.66,7.29,1.0,4.45,50.34,0.53,80.41,1.28,11.27
37.25,-121.95,dec,0.09690394651011089,2.23,6.8,0.87,3.99,50.49,0.53,72.95,2.35,7.9
37.55,-122.05,jan,0.10626185458377238,2.43,7.32,1.11,3.61,59.3,0.52,88.5,2.6,8.23
37.55,-122.05,feb,0.14523709167544785,3.48,7.18,1.2,5.07,47.82,0.57,82.35,1.8,9.06
37.55,-122.05,mar,0.14715841236389182,4.12,7.46,2.12,3.84,76.37,0.51,86.13,4.78,7.86
37.55,-122.05,apr,0.16794344924481913,4.64,7.87,2.26,3.66,72.77,0.47,86.08,3.35,11.36
37.55,-122.05,may,0.23365384615384616,7.01,7.65,2.08,7.37,45.93,0.63,80.97,0.58,14.2
37.55,-122.05,jun,0.22810853530031613,6.83,8.15,2.23,6.66,51.18,0.59,70.78,0.03,18.18
37.55,-122.05,jul,0.23862486828240254,7.1,8.23,2.19,7.19,41.56,0.63,58.72,0.0,21.76
37.55,-122.05,aug,0.22027133825079032,5.76,8.41,2.08,5.69,56.45,0.56,62.72,0.0,19.25
37.55,-122.05,sep,0.19460045662100456,4.73,8.21,1.68,5.25,52.33,0.55,58.87,0.03,18.75
37.55,-122.05,oct,0.15679838426413767,3.69,7.86,1.28,4.94,47.14,0.55,60.82,0.19,15.32
37.55,-122.05,nov,0.11738408851422549,2.65,7.64,1.15,3.92,58.68,0.53,80.41,1.28,11.27
37.55,-122.05,dec,0.0969871794871795,2.12,7.25,0.87,3.62,56.98,0.5,72.95,2.35,7.9
39.05,-121.55,jan,0.08010828440965427,1.86,6.99,0.95,2.63,69.67,0.43,84.2,3.51,7.57
39.05,-121.55,feb,0.1313887801696021,3.48,6.66,0.94,5.92,41.22,0.6,74.62,3.49,9.13
39.05,-121.55,mar,0.1256846053489889,3.34,7.12,1.85,2.94,79.8,0.43,84.67,6.47,6.82
39.05,-121.55,apr,0.16090981735159818,4.68,7.61,2.0,4.16,65.53,0.48,81.87,4.9,12.16
39.05,-121.55,may,0.21007632093933462,7.4,7.62,1.83,8.5,32.29,0.67,72.08,0.66,17.72
39.05,-121.55,jun,0.21378946510110897,7.99,8.25,1.71,9.37,26.97,0.69,56.23,0.04,22.94
39.05,-121.55,jul,0.21394422700587082,8.31,8.58,1.1,10.86,9.84,0.74,36.46,0.03,27.61
39.05,-121.55,aug,0.2035826810176125,7.65,8.0,0.9,10.72,5.57,0.76,34.48,0.01,24.55
39.05,-121.55,sep,0.1880270711024135,6.07,7.82,1.07,8.78,13.09,0.72,30.81,0.02,22.75
39.05,-121.55,oct,0.1471167645140248,4.2,7.36,0.98,6.95,25.22,0.66,42.59,0.16,16.53
39.05,-121.55,nov,0.08931751467710371,2.16,7.31,1.02,3.19,64.11,0.46,66.6,1.88,11.0
39.05,-121.55,dec,0.07634523809523809,1.86,6.77,0.77,3.35,59.87,0.48,64.17,3.78,7.7
36.75,-119.05,jan,0.12802593607305934,2.44,7.17,1.2,3.46,58.33,0.5,78.51,5.59,-4.79
36.75,-119.05,feb,0.15773251141552513,3.97,6.96,1.17,6.14,40.72,0.63,69.4,3.1,-3.1
36.75,-119.05,mar,0.137409497716895,4.06,7.24,2.13,3.67,69.68,0.5,89.35,5.93,-6.55
36.75,-119.05,apr,0.15716840182648403,5.42,7.89,2.18,5.02,59.96,0.55,79.83,5.61,0.2
36.75,-119.05,may,0.20556684931506852,7.58,7.9,1.76,8.67,24.65,0.68,63.64,1.27,7.81
36.75,-119.05,jun,0.2248497716894977,8.2,8.67,1.68,9.51,24.56,0.71,50.11,0.23,13.99
36.75,-119.05,jul,0.21345068493150685,8.07,9.28,1.36,9.7,17.87,0.72,46.07,0.65,17.4
36.75,-119.05,aug,0.22100155251141548,7.64,8.44,1.01,10.3,7.37,0.75,34.45,0.27,15.03
36.75,-119.05,sep,0.2107275799086758,6.3,8.29,1.06,8.78,11.65,0.72,35.27,0.16,11.81
36.75,-119.05,oct,0.16875625570776256,4.44,7.74,1.04,6.93,26.07,0.65,52.45,0.63,4.91
36.75,-119.05,nov,0.13964922374429228,2.92,7.57,1.09,4.73,49.14,0.56,53.91,0.46,1.96
36.75,-119.05,dec,0.12303872146118723,2.37,7.08,0.9,4.14,53.94,0.54,58.45,2.0,-2.48
32.65,-117.25,jan,0.14760800842992622,3.58,7.34,1.19,5.67,45.06,0.65,72.31,0.39,14.86
32.65,-117.25,feb,0.16645855286266242,4.18,7.56,1.69,5.42,61.36,0.61,71.96,1.01,14.87
32.65,-117.25,mar,0.18130312609764662,5.21,7.53,2.23,5.5,66.52,0.61,75.62,1.33,13.19
32.65,-117.25,apr,0.1930769230769231,6.12,7.88,2.4,5.91,57.47,0.6,80.15,0.96,14.68
32.65,-117.25,may,0.15164646996838776,5.29,8.74,2.58,3.83,75.56,0.48,86.27,0.49,15.41
32.65,-117.25,jun,0.17497892518440467,6.15,9.01,2.94,4.61,75.19,0.54,84.41,0.03,18.59
32.65,-117.25,jul,0.18392518440463648,6.59,9.2,2.98,5.33,64.12,0.59,86.26,0.1,21.33
32.65,-117.25,aug,0.19109237794169304,6.63,9.03,2.65,6.25,67.2,0.64,82.5,0.03,20.0
32.65,-117.25,sep,0.18437214611872146,5.56,8.79,2.33,5.48,59.14,0.61,82.4,0.1,19.55
32.65,-117.25,oct,0.15597207586933612,4.43,8.26,1.65,5.36,51.46,0.6,77.26,0.21,18.04
32.65,-117.25,nov,0.14756585879873554,3.45,8.12,1.45,4.81,54.29,0.59,73.67,0.12,17.51
32.65,-117.25,dec,0.14283631893220936,3.27,7.34,1.01,5.73,35.23,0.64,65.82,0.56,15.27
34.95,-118.35,jan,0.1635082191780822,3.32,6.3,0.88,6.01,35.58,0.64,62.33,0.98,6.05
34.95,-118.35,feb,0.18608881278538814,4.32,6.45,1.18,6.76,40.68,0.65,46.51,1.07,8.12
34.95,-118.35,mar,0.18223424657534248,4.78,6.62,1.83,5.35,58.22,0.57,66.31,1.66,6.37
34.95,-118.35,apr,0.21394048706240482,5.72,7.13,1.94,6.04,47.76,0.57,64.27,1.05,11.52
34.95,-118.35,may,0.22839391171993909,7.32,7.63,1.69,8.35,31.73,0.66,46.82,0.13,19.27
34.95,-118.35,jun,0.22119299847792992,7.86,8.22,1.65,9.05,25.7,0.68,33.05,0.01,25.12
34.95,-118.35,jul,0.21869642313546425,7.72,8.92,1.63,8.79,22.3,0.69,28.8,0.21,29.53
34.95,-118.35,aug,0.22372671232876712,7.71,7.85,0.94,10.42,8.38,0.75,25.12,0.01,25.61
34.95,-118.35,sep,0.2158952815829528,6.32,7.79,1.17,8.56,14.89,0.71,25.43,0.19,22.7
34.95,-118.35,oct,0.1999668188736682,4.83,7.04,0.94,7.68,24.0,0.68,44.14,0.26,14.44
34.95,-118.35,nov,0.17517480974124808,3.68,6.81,0.94,6.48,29.59,0.67,43.5,0.05,11.07
34.95,-118.35,dec,0.15091430745814308,3.08,6.31,0.85,5.94,32.77,0.65,50.25,0.65,5.88
34.95,-114.95,jan,0.16605909980430528,3.62,6.49,0.9,6.71,29.72,0.7,37.28,0.02,7.64
34.95,-114.95,feb,0.19227292889758643,4.58,6.71,1.25,7.09,37.82,0.69,26.17,0.05,9.97
34.95,-114.95,mar,0.1891215264187867,5.2,7.07,2.06,5.61,55.26,0.62,41.38,0.2,9.91
34.95,-114.95,apr,0.23248773646444879,7.27,7.35,1.43,9.08,22.92,0.72,34.65,0.22,16.06
34.95,-114.95,may,0.22036986301369865,8.13,8.12,1.63,9.57,22.46,0.73,19.77,0.01,24.38
34.95,-114.95,jun,0.20729015003261578,8.21,8.87,1.74,9.34,26.68,0.71,18.22,0.08,29.84
34.95,-114.95,jul,0.19563979125896935,7.3,10.24,1.94,7.61,47.23,0.65,32.92,0.76,32.06
34.95,-114.95,aug,0.20529589041095886,7.49,9.34,1.23,9.46,21.71,0.73,26.87,0.32,29.73
34.95,-114.95,sep,0.20811330724070448,6.39,8.66,1.12,8.71,20.31,0.72,27.46,0.38,24.91
34.95,-114.95,oct,0.17800287018917157,4.88,7.69,1.09,7.44,24.93,0.69,35.25,0.67,17.26
34.95,-114.95,nov,0.1760152641878669,3.82,7.08,0.91,6.89,27.28,0.69,30.72,0.0,12.66
34.95,-114.95,dec,0.1615152641878669,3.18,6.48,0.83,6.16,28.16,0.67,39.09,0.06,6.34
35.35,-119.05,jan,0.11690068493150685,2.83,7.02,1.15,4.35,50.73,0.56,68.58,1.67,7.38
35.35,-119.05,feb,0.15435476338729764,4.07,6.98,1.21,6.14,41.63,0.63,51.91,0.6,9.95
35.35,-119.05,mar,0.1545527189705272,4.41,7.17,2.04,4.38,66.49,0.53,71.0,2.07,7.36
35.35,-119.05,apr,0.18226857617268574,5.6,7.76,2.06,5.51,53.02,0.56,71.23,1.97,12.11
35.35,-119.05,may,0.22709656496471567,7.73,7.92,1.67,8.98,22.73,0.7,55.62,0.25,18.94
35.35,-119.05,jun,0.23065509547530094,8.22,8.61,1.55,9.67,21.3,0.71,38.39,0.01,24.61
35.35,-119.05,jul,0.22042470942299716,7.94,9.27,1.41,9.42,17.19,0.71,29.67,0.12,29.36
35.35,-119.05,aug,0.21823240971357408,7.74,8.29,0.92,10.54,5.73,0.75,28.11,0.01,25.6
35.35,-119.05,sep,0.20617502075550018,6.36,8.18,1.03,8.84,8.74,0.72,26.32,0.02,23.52
35.35,-119.05,oct,0.16435009339975093,4.54,7.6,0.97,7.07,25.88,0.65,47.65,0.39,15.45
35.35,-119.05,nov,0.1289225300954753,3.23,7.47,0.98,5.54,43.09,0.6,49.68,0.08,12.06
35.35,-119.05,dec,0.11162022623495226,2.67,6.87,0.86,4.9,41.82,0.58,54.27,0.79,7.97
37.65,-122.35,jan,0.09408268101761252,2.43,7.32,1.11,3.61,59.3,0.52,85.99,3.02,11.0
37.65,-122.35,feb,0.13295335942596215,3.48,7.18,1.2,5.07,47.82,0.57,82.13,2.05,10.94
37.65,-122.35,mar,0.1388788323548598,4.12,7.46,2.12,3.84,76.37,0.51,81.73,5.55,10.12
37.65,-122.35,apr,0.1561912915851272,4.64,7.87,2.26,3.66,72.77,0.47,86.61,4.11,11.97
37.65,-122.35,may,0.20631604696673192,7.01,7.65,2.08,7.37,45.93,0.63,88.73,0.4,12.81
37.65,-122.35,jun,0.20407208088714937,6.83,8.15,2.23,6.66,51.18,0.59,89.17,0.05,14.19
37.65,-122.35,jul,0.20929794520547942,7.1,8.23,2.19,7.19,41.56,0.63,87.88,0.04,15.06
37.65,-122.35,aug,0.18615786040443577,5.76,8.41,2.08,5.69,56.45,0.56,85.97,0.06,15.03
37.65,-122.35,sep,0.16626060013046315,4.73,8.21,1.68,5.25,52.33,0.55,83.56,0.07,14.69
37.65,-122.35,oct,0.13457762557077624,3.69,7.86,1.28,4.94,47.14,0.55,75.23,0.29,14.91
37.65,-122.35,nov,0.10875081539465102,2.65,7.64,1.15,3.92,58.68,0.53,84.06,1.74,12.93
37.65,-122.35,dec,0.08613095238095239,2.12,7.25,0.87,3.62,56.98,0.5,77.33,2.99,10.59
37.35,-121.95,jan,0.10423352902804957,2.33,6.94,1.08,3.42,54.89,0.5,88.5,2.6,8.23
37.35,-121.95,feb,0.13543542074363993,3.64,6.77,1.09,5.64,39.1,0.59,82.35,1.8,9.06
37.35,-121.95,mar,0.13365215264187866,3.98,7.19,2.12,3.58,73.23,0.49,86.13,4.78,7.86
37.35,-121.95,apr,0.15683463796477498,4.94,7.58,2.12,4.31,62.98,0.5,86.08,3.35,11.36
37.35,-121.95,may,0.22306669928245274,7.73,7.26,1.65,9.2,23.6,0.7,80.97,0.58,14.2
37.35,-121.95,jun,0.217204827136334,8.05,7.7,1.57,9.62,22.69,0.7,70.78,0.03,18.18
37.35,-121.95,jul,0.22738013698630138,8.21,7.93,1.25,10.28,11.67,0.73,58.72,0.0,21.76
37.35,-121.95,aug,0.208160469667319,7.56,7.59,1.0,10.25,9.33,0.74,62.72,0.0,19.25
37.35,-121.95,sep,0.19288649706457925,6.08,7.5,1.08,8.5,12.6,0.71,58.87,0.03,18.75
37.35,-121.95,oct,0.15681262230919765,4.35,7.32,0.98,6.95,23.67,0.65,60.82,0.19,15.32
37.35,-121.95,nov,0.11526663405088063,2.66,7.29,1.0,4.45,50.34,0.53,80.41,1.28,11.27
37.35,-121.95,dec,0.09279843444227005,2.23,6.8,0.87,3.99,50.49,0.53,72.95,2.35,7.9
34.65,-114.95,jan,0.16498561331081504,3.62,6.49,0.9,6.71,29.72,0.7,33.81,0.01,10.0
34.65,-114.95,feb,0.19278358979170576,4.58,6.71,1.25,7.09,37.82,0.69,23.45,0.04,12.48
34.65,-114.95,mar,0.18638745543253893,5.2,7.07,2.06,5.61,55.26,0.62,38.08,0.14,12.4
34.65,-114.95,apr,0.23546576906236313,7.27,7.35,1.43,9.08,22.92,0.72,31.66,0.08,18.3
34.65,-114.95,may,0.22138245136673546,8.13,8.12,1.63,9.57,22.46,0.73,19.34,0.01,26.21
34.65,-114.95,jun,0.20585999562144242,8.21,8.87,1.74,9.34,26.68,0.71,17.69,0.05,31.77
34.65,-114.95,jul,0.19863717395383745,7.3,10.24,1.94,7.61,47.23,0.65,29.74,0.46,34.53
34.65,-114.95,aug,0.20637729092387563,7.49,9.34,1.23,9.46,21.71,0.73,27.15,0.49,31.76
34.65,-114.95,sep,0.21479506786764244,6.39,8.66,1.12,8.71,20.31,0.72,25.61,0.31,27.4
34.65,-114.95,oct,0.18649527741289798,4.88,7.69,1.09,7.44,24.93,0.69,31.47,0.4,19.79
34.65,-114.95,nov,0.17827344092074812,3.82,7.08,0.91,6.89,27.28,0.69,26.83,0.0,15.32
34.65,-114.95,dec,0.1606711703258898,3.18,6.48,0.83,6.16,28.16,0.67,34.87,0.02,8.73
33.55,-116.15,jan,0.15113117476131174,3.68,6.36,0.87,6.73,27.18,0.69,44.04,0.63,11.09
33.55,-116.15,feb,0.1729140722291407,4.46,6.65,1.4,6.52,42.74,0.66,33.76,1.08,13.67
33.55,-116.15,mar,0.1816365711913657,5.08,6.86,1.92,5.71,56.03,0.6,54.46,1.3,11.54
33.55,-116.15,apr,0.2185253217102532,6.76,7.1,1.62,8.01,32.51,0.67,49.16,0.72,16.4
33.55,-116.15,may,0.22041199667912004,8.07,7.67,1.46,9.7,20.47,0.73,34.01,0.2,24.26
33.55,-116.15,jun,0.201892901618929,8.04,8.36,1.7,9.14,23.54,0.7,23.83,0.04,30.45
33.55,-116.15,jul,0.19635740971357407,7.34,9.42,1.96,7.64,38.39,0.65,30.78,0.31,33.81
33.55,-116.15,aug,0.1969593192195932,7.64,8.37,1.11,9.89,11.37,0.74,25.93,0.07,30.84
33.55,-116.15,sep,0.19808530510585304,6.36,8.15,1.22,8.45,14.82,0.71,27.41,0.13,27.39
33.55,-116.15,oct,0.17364674138646743,4.98,7.28,1.03,7.67,23.11,0.69,36.67,0.23,19.74
33.55,-116.15,nov,0.16169883769198837,3.92,6.98,0.87,7.06,25.23,0.69,32.86,0.06,16.86
33.55,-116.15,dec,0.14327729348277293,3.32,6.31,0.88,6.29,25.39,0.67,37.27,0.36,10.56
33.25,-114.95,jan,0.17399977490513857,3.76,6.6,0.86,6.91,25.69,0.7,33.73,0.0,11.91
33.25,-114.95,feb,0.1892792140973696,4.62,6.86,1.33,6.81,38.92,0.68,24.65,0.02,14.39
33.25,-114.95,mar,0.1983130747958068,5.51,7.1,1.9,6.37,46.51,0.65,42.68,0.19,14.01
33.25,-114.95,apr,0.2277971252170558,7.33,7.43,1.4,9.2,20.01,0.73,36.12,0.01,19.35
33.25,-114.95,may,0.2190156923274809,8.21,8.18,1.46,9.92,16.41,0.74,26.21,0.15,26.68
33.25,-114.95,jun,0.20020933822110745,8.07,9.07,1.75,8.97,25.03,0.7,20.69,0.06,32.76
33.25,-114.95,jul,0.20624332754517977,7.39,10.39,2.09,7.44,45.32,0.66,30.02,0.1,36.02
33.25,-114.95,aug,0.20269518940124767,7.37,9.56,1.3,9.03,20.84,0.71,30.09,0.56,33.06
33.25,-114.95,sep,0.20909238536240274,6.34,8.9,1.19,8.38,17.85,0.71,27.73,0.48,29.23
33.25,-114.95,oct,0.19174721847064122,5.05,7.81,0.99,7.8,22.24,0.7,33.67,0.44,21.48
33.25,-114.95,nov,0.17649704161039295,3.96,7.23,0.87,7.11,23.48,0.7,27.56,0.0,17.34
33.25,-114.95,dec,0.16214418933693486,3.35,6.56,0.82,6.37,26.11,0.68,32.7,0.01,10.57
33.95,-116.65,jan,0.14812266500622664,3.68,6.36,0.87,6.73,27.18,0.69,47.13,0.48,8.2
33.95,-116.65,feb,0.17304379410543794,4.46,6.65,1.4,6.52,42.74,0.66,37.59,0.7,10.29
33.95,-116.65,mar,0.16394977168949773,5.08,6.86,1.92,5.71,56.03,0.6,62.66,0.83,7.85
33.95,-116.65,apr,0.21240971357409713,6.76,7.1,1.62,8.01,32.51,0.67,58.45,0.53,12.35
33.95,-116.65,may,0.21509858862598588,8.07,7.67,1.46,9.7,20.47,0.73,42.29,0.14,20.03
33.95,-116.65,jun,0.20451535907015364,8.04,8.36,1.7,9.14,23.54,0.7,31.2,0.05,25.24
33.95,-116.65,jul,0.18904939809049398,7.34,9.42,1.96,7.64,38.39,0.65,36.15,0.3,29.02
33.95,-116.65,aug,0.20406185139061847,7.64,8.37,1.11,9.89,11.37,0.74,31.22,0.11,25.55
33.95,-116.65,sep,0.1957212536322125,6.36,8.15,1.22,8.45,14.82,0.71,30.12,0.12,23.18
33.95,-116.65,oct,0.17395911166459113,4.98,7.28,1.03,7.67,23.11,0.69,44.43,0.12,15.65
33.95,-116.65,nov,0.15884599418845996,3.92,6.98,0.87,7.06,25.23,0.69,37.39,0.03,13.52
33.95,-116.65,dec,0.1392310087173101,3.32,6.31,0.88,6.29,25.39,0.67,40.44,0.23,8.0
37.75,-122.35,jan,0.0960204787602048,2.43,7.32,1.11,3.61,59.3,0.52,88.46,3.56,9.62
37.75,-122.35,feb,0.13722741109727413,3.48,7.18,1.2,5.07,47.82,0.57,82.02,2.64,10.1
37.75,-122.35,mar,0.13854088833540892,4.12,7.46,2.12,3.84,76.37,0.51,83.75,6.6,9.2
37.75,-122.35,apr,0.16089387020893872,4.64,7.87,2.26,3.66,72.77,0.47,85.3,4.54,11.99
